source,target,PCC,Rescaled_PCC
Ppp3ca,Adcy1,0.444675,0.0004500782
Ppp3ca,Akap9,0.38242576,6.193089e-06
Ppp3ca,Ank2,0.4236246,0.00016460335
Ppp3ca,Ank3,0.38647634,9.917262e-06
Ppp3ca,Anp32a,0.3671552,4.8521e-07
Ppp3ca,Arhgap21,0.3762545,2.6617172e-06
Ppp3ca,Arhgap5,0.38049325,4.84353e-06
Ppp3ca,Arpp21,0.35869363,3.2000173e-08
Ppp3ca,Atp1a1,0.36788148,5.727442e-07
Ppp3ca,Atp2b3,0.35626948,8.655139e-09
Ppp3ca,Atp6v1a,0.3849367,8.3459145e-06
Ppp3ca,Atrx,0.4378411,0.00033353208
Ppp3ca,Baz2b,0.37193736,1.2974326e-06
Ppp3ca,Btbd3,0.38537988,8.777531e-06
Ppp3ca,Cacna1a,0.412521,8.559544e-05
Ppp3ca,Cacna1e,0.37788394,3.3865983e-06
Ppp3ca,Cacnb4,0.48126814,0.0016633514
Ppp3ca,Cadm3,0.45587754,0.00070398295
Ppp3ca,Cadps2,0.35436743,2.0382378e-09
Ppp3ca,Calb2,0.4557472,0.0007005225
Ppp3ca,Calm1,0.42560327,0.00018302443
Ppp3ca,Calm2,0.4720438,0.0012428245
Ppp3ca,Calm3,0.36212125,1.2093103e-07
Ppp3ca,Caln1,0.4031421,4.4678807e-05
Ppp3ca,Camk2b,0.42706072,0.00019755094
Ppp3ca,Camk4,0.48923448,0.0021053962
Ppp3ca,Camta1,0.41474813,9.845909e-05
Ppp3ca,Cbln1,0.43291146,0.0002647311
Ppp3ca,Cbln3,0.4675852,0.0010709211
Ppp3ca,Cd47,0.36529538,3.066115e-07
Ppp3ca,Celf4,0.4411491,0.0003866838
Ppp3ca,Chd7,0.47292316,0.0012790327
Ppp3ca,Chgb,0.52630335,0.0054123886
Ppp3ca,Chn2,0.5130043,0.0039549684
Ppp3ca,Ckb,0.36667123,4.3273127e-07
Ppp3ca,Cnbp,0.3640094,2.1578774e-07
Ppp3ca,Cnksr2,0.37753603,3.220715e-06
Ppp3ca,Cplx2,0.54774624,0.00856603
Ppp3ca,Dclk1,0.36637565,4.0284877e-07
Ppp3ca,Ddx3x,0.35581785,6.4180017e-09
Ppp3ca,Ddx5,0.47778806,0.0014938532
Ppp3ca,Diras2,0.39973068,3.4264507e-05
Ppp3ca,Dlgap1,0.35104343,6.6407136e-12
Ppp3ca,Dnm1,0.35917452,3.9690004e-08
Ppp3ca,Dot1l,0.3541659,1.6872886e-09
Ppp3ca,Dst,0.4170345,0.000113120266
Ppp3ca,Dusp5,0.35099506,5.492382e-12
Ppp3ca,Erc1,0.3809812,5.1610764e-06
Ppp3ca,Etv1,0.37312636,1.6024188e-06
Ppp3ca,Fus,0.41551396,0.00010320061
Ppp3ca,Gabra6,0.4199714,0.00013428551
Ppp3ca,Gap43,0.4009359,3.7708774e-05
Ppp3ca,Git2,0.35012442,1.3426815e-15
Ppp3ca,Gls,0.36105302,8.3612534e-08
Ppp3ca,Gm20417,0.35045883,2.483011e-13
Ppp3ca,Gm26917,0.35652992,1.0185446e-08
Ppp3ca,Gm2694,0.4282962,0.00021052793
Ppp3ca,Gpm6a,0.37858915,3.7424177e-06
Ppp3ca,Gria2,0.38646457,9.904467e-06
Ppp3ca,H3f3b,0.459517,0.0008058848
Ppp3ca,Herc1,0.38693142,1.0421517e-05
Ppp3ca,Hnrnpa2b1,0.40691173,5.876976e-05
Ppp3ca,Hnrnpm,0.35701963,1.3602095e-08
Ppp3ca,Kcna1,0.37932235,4.141351e-06
Ppp3ca,Kcnc1,0.4832512,0.0017661658
Ppp3ca,Kcnd2,0.35335588,7.105224e-10
Ppp3ca,Kif1b,0.44302258,0.00041946938
Ppp3ca,Klf9,0.36368862,1.9669159e-07
Ppp3ca,Lin7a,0.45452398,0.00066866784
Ppp3ca,Luc7l2,0.3609183,7.961038e-08
Ppp3ca,Luc7l3,0.42740822,0.00020113843
Ppp3ca,Macf1,0.39001524,1.4363121e-05
Ppp3ca,Malat1,0.61153466,0.026209798
Ppp3ca,Map1b,0.38737833,1.09351995e-05
Ppp3ca,Map2,0.3610936,8.484753e-08
Ppp3ca,Mapre2,0.37038133,9.666668e-07
Ppp3ca,Meg3,0.49997774,0.002834353
Ppp3ca,Mir6236,0.36434895,2.374803e-07
Ppp3ca,Mtch2,0.35642922,9.571526e-09
Ppp3ca,Mtdh,0.3517435,5.1764246e-11
Ppp3ca,Mycbp2,0.41469496,9.813608e-05
Ppp3ca,Nap1l5,0.35768497,1.9539646e-08
Ppp3ca,Ncl,0.35266596,2.8298636e-10
Ppp3ca,Ncor1,0.35643086,9.581292e-09
Ppp3ca,Ndrg3,0.41576785,0.000104809675
Ppp3ca,Neurod1,0.509025,0.0035826808
Ppp3ca,Nrep,0.5042683,0.0031728777
Ppp3ca,Nrxn1,0.5302502,0.0059135696
Ppp3ca,Nrxn2,0.46467108,0.0009686397
Ppp3ca,Nrxn3,0.4621603,0.0008865501
Ppp3ca,Nsf,0.3809333,5.1292377e-06
Ppp3ca,Olfm1,0.4247346,0.00017475654
Ppp3ca,Pagr1a,0.35705477,1.38764875e-08
Ppp3ca,Pcbp2,0.35694447,1.3028817e-08
Ppp3ca,Pclo,0.48785368,0.002023113
Ppp3ca,Pde1c,0.38195115,5.83839e-06
Ppp3ca,Peg3,0.38784748,1.1494629e-05
Ppp3ca,Plcb4,0.3715231,1.2021738e-06
Ppp3ca,Pnisr,0.41356805,9.147499e-05
Ppp4r4,Calb1,0.4086467,6.627065e-05
Ppp4r4,Car8,0.37873957,3.821798e-06
Ppp4r4,Pcp4,0.386463,9.902752e-06
Prdx2,Apoe,0.35293087,4.1336962e-10
Prdx2,Atp1b1,0.46964756,0.0011480533
Prdx2,Atp5b,0.3502079,1.0465811e-14
Prdx2,Atp5g3,0.39057836,1.518885e-05
Prdx2,Atp6v1a,0.3600622,5.7427712e-08
Prdx2,Calm1,0.44819587,0.0005208585
Prdx2,Calm2,0.3889776,1.29302425e-05
Prdx2,Chchd2,0.3572666,1.5619754e-08
Prdx2,Ckb,0.41954222,0.00013102105
Prdx2,Cox4i1,0.3791072,4.0211394e-06
Prdx2,Cox7b,0.35854074,2.9807843e-08
Prdx2,Fkbp3,0.36990464,8.7935496e-07
Prdx2,Gnas,0.3912785,1.6264576e-05
Prdx2,Hsp90aa1,0.36696208,4.6372793e-07
Prdx2,Hsp90ab1,0.4023531,4.2083975e-05
Prdx2,Itm2b,0.38720578,1.0734665e-05
Prdx2,Ldhb,0.3621723,1.2298125e-07
Prdx2,Map7d2,0.3728998,1.5405432e-06
Prdx2,Mdh1,0.40239108,4.220619e-05
Prdx2,Nap1l5,0.38949704,1.3633433e-05
Prdx2,Ndufa4,0.35065457,1.0284727e-12
Prdx2,Nsg1,0.35309353,5.1306215e-10
Prdx5,Apoe,0.40212905,4.136816e-05
Prdx5,App,0.37188062,1.2840612e-06
Prdx5,Arl6ip1,0.36894146,7.211086e-07
Prdx5,Atp1b1,0.46551222,0.0009973748
Prdx5,Atp5b,0.37718657,3.0603037e-06
Prdx5,Atp5g3,0.39195147,1.7351445e-05
Prdx5,Atp5j,0.35771593,1.9856476e-08
Prdx5,Calm1,0.44794297,0.0005155133
Prdx5,Calm2,0.3526437,2.7365168e-10
Prdx5,Chchd10,0.35977972,5.1245127e-08
Prdx5,Chchd2,0.36207223,1.1898645e-07
Prdx5,Ckb,0.42417046,0.00016953946
Prdx5,Cox4i1,0.42044005,0.00013791941
Prdx5,Cox5a,0.35955325,4.6660773e-08
Prdx5,Cox6c,0.40515873,5.1856572e-05
Prdx5,Cox7a2,0.35186195,6.733297e-11
Prdx5,Cox7b,0.3871513,1.0671931e-05
Prdx5,Fkbp3,0.37110382,1.1111988e-06
Prdx5,Gnas,0.45865875,0.00078091846
Prdx5,Hsp90aa1,0.4158305,0.00010520956
Prdx5,Hsp90ab1,0.46594632,0.0010124524
Prdx5,Itm2b,0.35158697,3.5532476e-11
Prdx5,Ldhb,0.391847,1.7179274e-05
Prdx5,Map7d2,0.36419684,2.2756932e-07
Prdx5,Mdh1,0.41018334,7.349401e-05
Prdx5,Meg3,0.3686839,6.826808e-07
Prdx5,Ndufa4,0.37983683,4.43974e-06
Prdx5,Ndufb8,0.3537646,1.1251796e-09
Prdx6,Actb,0.37913635,4.0372697e-06
Prdx6,Apoe,0.3859145,9.320226e-06
Prdx6,Ckb,0.3725766,1.4553947e-06
Prdx6,Itm2b,0.3642399,2.3034318e-07
Prdx6,Ldhb,0.3606339,7.1634055e-08
Prdx6,Mt1,0.38916075,1.3175013e-05
Prdx6,Mt2,0.392759,1.8726512e-05
Prex2,Aldoc,0.376234,2.6534126e-06
Prex2,Calb1,0.3714197,1.1792355e-06
Prex2,Car8,0.37501228,2.1926032e-06
Prex2,Dbi,0.3888118,1.271165e-05
Prex2,Fam107a,0.38666916,1.012863e-05
Prex2,Gng13,0.38111153,5.248469e-06
Prex2,Gria1,0.41395408,9.371732e-05
Prex2,Itpr1,0.37513265,2.2351167e-06
Prex2,Pcp2,0.38411567,7.588613e-06
Prex2,Pcp4,0.41598192,0.000106180945
Prkacb,6330403K07Rik,0.3621824,1.2339007e-07
Prkacb,Ahi1,0.36755887,5.3251665e-07
Prkacb,Cartpt,0.41802377,0.00011994701
Prkacb,Chd3os,0.38275096,6.4452984e-06
Prkacb,Fkbp3,0.36650285,4.1551164e-07
Prkacb,Gap43,0.39940318,3.337081e-05
Prkacb,Gnas,0.38172278,5.673248e-06
Prkacb,Hsp90ab1,0.35849708,2.9202988e-08
Prkacb,Impact,0.3630553,1.6273967e-07
Prkacb,Meg3,0.41786426,0.00011882597
Prkacb,Nap1l5,0.40003568,3.511285e-05
Prkacb,Peg3,0.36178443,1.0803927e-07
Prkar1a,Aldoc,0.3776409,3.2700611e-06
Prkar1a,Atp1b1,0.41215605,8.361426e-05
Prkar1a,Atp5g3,0.37350526,1.7100454e-06
Prkar1a,Calm1,0.41691393,0.00011230856
Prkar1a,Calm2,0.352176,1.2560167e-10
Prkar1a,Ckb,0.39873025,3.1589403e-05
Prkar1a,Cox6c,0.3569861,1.334408e-08
Prkar1a,Cox7b,0.35052285,4.1866003e-13
Prkar1a,Fkbp3,0.3780763,3.481012e-06
Prkar1a,Gnas,0.40742466,6.0917275e-05
Prkar1a,Hsp90ab1,0.39047152,1.502951e-05
Prkar1a,Mdh1,0.4026004,4.288478e-05
Prkar1a,Nap1l5,0.3774299,3.1713494e-06
Prkcb,Camk4,0.40475643,5.036017e-05
Prkcb,Cbln3,0.37348193,1.7032647e-06
Prkcb,Chd7,0.3519631,8.3200134e-11
Prkcb,Chgb,0.3893363,1.34128295e-05
Prkcb,Chn2,0.37208584,1.3329158e-06
Prkcb,Cplx2,0.39026064,1.4718699e-05
Prkcb,Malat1,0.41520697,0.000101279795
Prkcb,Neurod1,0.39957392,3.3834516e-05
Prkcb,Nrep,0.35348877,8.299282e-10
Prkcb,Nrxn1,0.36311638,1.6580736e-07
Prkce,Chgb,0.3660404,3.7085914e-07
Prkce,Malat1,0.38135874,5.4172833e-06
Prkcg,Arhgap5,0.35040486,1.5051701e-13
Prkcg,Atp2a2,0.47286907,0.0012767826
Prkcg,Calb1,0.5726977,0.013778745
Prkcg,Calm2,0.4136555,9.197933e-05
Prkcg,Car8,0.60304826,0.022969956
Prkcg,Ckb,0.391943,1.7337445e-05
Prkcg,Dner,0.42831132,0.00021069049
Prkcg,Fam21,0.44746536,0.0005055311
Prkcg,Gng13,0.44249845,0.000410095
Prkcg,Grid2,0.3856067,9.0048015e-06
Prkcg,Homer3,0.44318104,0.00042233488
Prkcg,Hpcal1,0.38955086,1.3707896e-05
Prkcg,Id2,0.3543183,1.9480346e-09
Prkcg,Itm2b,0.40833434,6.487003e-05
Prkcg,Itpr1,0.39840165,3.0745912e-05
Prkcg,Kitl,0.43311164,0.00026729706
Prkcg,Nrk,0.38521114,8.611271e-06
Prkcg,Nsg1,0.4461889,0.00047956404
Prkcg,Pcp2,0.44283283,0.0004160572
Prkcg,Pcp4,0.49679244,0.0026011262
Prkcg,Ppp1r17,0.49465436,0.00245286
Prkg1,Calb1,0.37588182,2.513775e-06
Prkg1,Car8,0.3993313,3.3176995e-05
Prkg1,Pcp4,0.37368613,1.7632908e-06
Prmt8,Calb1,0.40622097,5.5968067e-05
Prmt8,Car8,0.40660024,5.7493635e-05
Prmt8,Gng13,0.3501318,1.6912775e-15
Prmt8,Nsg1,0.3561854,8.20014e-09
Prmt8,Pcp4,0.41563287,0.00010395191
Prnp,Actb,0.41408527,9.4488656e-05
Prnp,Ahi1,0.41938615,0.00012984879
Prnp,Aldoa,0.35250908,2.22029e-10
Prnp,Apoe,0.40989956,7.211762e-05
Prnp,App,0.40584633,5.4491054e-05
Prnp,Arl6ip1,0.35657358,1.0460598e-08
Prnp,Atp1b1,0.45449793,0.00066800165
Prnp,Atp5b,0.37254414,1.447044e-06
Prnp,Atp5f1,0.38278672,6.473496e-06
Prnp,Atp5g3,0.40972632,7.128693e-05
Prnp,Atp6v1a,0.40556237,5.3391235e-05
Prnp,Atxn7l3b,0.35300502,4.5681522e-10
Prnp,Calm1,0.45713305,0.0007379735
Prnp,Calm2,0.41159615,8.064195e-05
Prnp,Cartpt,0.37711406,3.0277854e-06
Prnp,Celf4,0.4080769,6.3732485e-05
Prnp,Ckb,0.43489605,0.00029100245
Prnp,Cox4i1,0.40274796,4.3368007e-05
Prnp,Cox6c,0.35473505,2.8160858e-09
Prnp,Cox7a2,0.35841542,2.8096489e-08
Prnp,Cox7b,0.3847321,8.1521275e-06
Prnp,Cox8a,0.36605006,3.717529e-07
Prnp,Cpe,0.42251506,0.00015490295
Prnp,Csnk1a1,0.36158422,1.0088213e-07
Prnp,Cst3,0.36801597,5.901715e-07
Prnp,Dynll2,0.39715663,2.770242e-05
Prnp,Fbxo9,0.35224256,1.4168598e-10
Prnp,Fkbp3,0.41224554,8.409687e-05
Prnp,G3bp2,0.36753148,5.292019e-07
Prnp,Gabarapl1,0.35078353,2.1114245e-12
Prnp,Gad2,0.36147514,9.7135825e-08
Prnp,Gap43,0.4391835,0.0003543928
Prnp,Gnas,0.4510211,0.00058343867
Prnp,Hnrnpa2b1,0.36667132,4.327406e-07
Prnp,Hsp90ab1,0.46707335,0.0010523954
Prnp,Hsp90b1,0.3748485,2.1357416e-06
Prnp,Impact,0.36164787,1.03117934e-07
Prnp,Itm2b,0.3910799,1.5953814e-05
Prnp,Kif1b,0.36424696,2.3080045e-07
Prnp,Malat1,0.43088248,0.00023975335
Prnp,Map1b,0.38224065,6.0528823e-06
Prnp,Mdh1,0.38158897,5.5781297e-06
Prnp,Meg3,0.4630004,0.0009134115
Prnp,Mt1,0.35394195,1.3526719e-09
Prnp,Nap1l5,0.5087158,0.0035549009
Prnp,Ncl,0.36749896,5.2528696e-07
Prnp,Ndufa4,0.3676863,5.4814484e-07
Prnp,Ngfrap1,0.35004833,3.058796e-17
Prnp,Peg3,0.36767524,5.467755e-07
Prnp,Plcb4,0.36954656,8.1776534e-07
Prnp,Pnisr,0.37337932,1.6736884e-06
Prpf38b,Atrx,0.35017475,5.225441e-15
Prpf38b,Cbln1,0.37391716,1.8330982e-06
Prpf38b,Cbln3,0.35509798,3.783912e-09
Prpf38b,Celf4,0.38179567,5.725575e-06
Prpf38b,Chn2,0.38869348,1.2557353e-05
Prpf38b,Cplx2,0.36710522,4.795804e-07
Prpf38b,Ddx5,0.3515746,3.4437682e-11
Prpf38b,H3f3b,0.3675262,5.2856524e-07
Prpf38b,Hnrnpa2b1,0.37031,9.5320786e-07
Prpf38b,Kcnc1,0.4047228,5.0236624e-05
Prpf38b,Kif1b,0.35076383,1.9069594e-12
Prpf38b,Malat1,0.47328544,0.0012941776
Prpf38b,Meg3,0.3787753,3.8408407e-06
Prpf38b,Neurod1,0.40184358,4.0469386e-05
Prpf38b,Nrep,0.37511924,2.2303502e-06
Prpf38b,Nrxn3,0.35241887,1.917789e-10
Prpf38b,Pclo,0.38249633,6.247181e-06
Prpf38b,Pnisr,0.35747623,1.7501675e-08
Prpf38b,Ppp3ca,0.3751954,2.2575275e-06
Prpf4b,Chgb,0.3781269,3.506177e-06
Prpf4b,Cplx2,0.39385262,2.0717105e-05
Prpf4b,Ddx5,0.3570335,1.37098235e-08
Prpf4b,Malat1,0.46058664,0.00083783286
Prpf4b,Meg3,0.36107424,8.425644e-08
Prpf4b,Nrxn1,0.35416442,1.6848759e-09
Prpf4b,Pclo,0.3500678,1.1837848e-16
Prpf4b,Ppp3ca,0.36877593,6.962311e-07
Prrc2b,Malat1,0.35712534,1.4440122e-08
Prrc2c,Chgb,0.3676425,5.4273386e-07
Prrc2c,Malat1,0.42984363,0.00022767112
Prrc2c,Meg3,0.41612723,0.00010711943
Prrc2c,Nrxn1,0.36433256,2.3639706e-07
Prrt2,Adcy1,0.3586214,3.094972e-08
Prrt2,Ank3,0.35321873,6.0129884e-10
Prrt2,Atrx,0.3884027,1.2184114e-05
Prrt2,Btbd3,0.39127284,1.6255653e-05
Prrt2,Cacnb4,0.35462692,2.567546e-09
Prrt2,Cadm3,0.35357982,9.200129e-10
Prrt2,Calb2,0.35810664,2.4194247e-08
Prrt2,Camk4,0.4562415,0.0007137124
Prrt2,Cbln1,0.36241388,1.3303871e-07
Prrt2,Cbln3,0.36617282,3.8325717e-07
Prrt2,Chd7,0.3798891,4.4709354e-06
Prrt2,Chgb,0.42346445,0.00016317575
Prrt2,Chka,0.363809,2.0370187e-07
Prrt2,Chn2,0.46230593,0.00089116365
Prrt2,Cplx2,0.45809063,0.0007647138
Prrt2,Ddx5,0.3913093,1.6313152e-05
Prrt2,H3f3b,0.40147313,3.9325052e-05
Prrt2,Kcnc1,0.4071552,5.978185e-05
Prrt2,Lin7a,0.36089137,7.882753e-08
Prrt2,Luc7l3,0.36223632,1.2558881e-07
Prrt2,Malat1,0.49796572,0.0026852896
Prrt2,Meg3,0.3772093,3.0705546e-06
Prrt2,Neurod1,0.44298616,0.00041881288
Prrt2,Nrep,0.39146408,1.655904e-05
Prrt2,Nrxn1,0.45299363,0.0006303593
Prrt2,Nrxn2,0.39544758,2.3899567e-05
Prrt2,Nrxn3,0.3709998,1.089454e-06
Prrt2,Pclo,0.4158474,0.000105317624
Prrt2,Pnisr,0.35171372,4.8318013e-11
Prrt2,Ppp3ca,0.4374209,0.0003271959
Prune2,Malat1,0.36320925,1.7055316e-07
Psap,Actb,0.3604629,6.7136185e-08
Psap,Atp1b1,0.41920814,0.0001285214
Psap,Atp5b,0.35662374,1.0783531e-08
Psap,Atp5g3,0.38311625,6.737694e-06
Psap,Atp5j,0.3647059,2.6200686e-07
Psap,Calm1,0.46275166,0.0009053958
Psap,Calm2,0.41224828,8.4111685e-05
Psap,Ckb,0.4213341,0.00014505585
Psap,Cox4i1,0.36004186,5.6964428e-08
Psap,Cox6b1,0.3548711,3.1539509e-09
Psap,Hsp90ab1,0.38187116,5.780143e-06
Psap,Itm2b,0.38981315,1.4075157e-05
Psap,Malat1,0.3650812,2.8979431e-07
Psap,Mdh1,0.37513277,2.235159e-06
Psap,Meg3,0.36057037,6.993726e-08
Psap,Nap1l5,0.35763967,1.9082993e-08
Psap,Nsg1,0.3592786,4.1521748e-08
Psap,Plcb4,0.36300477,1.602355e-07
Psd2,Pcp4,0.3550594,3.6706227e-09
Psd3,Cadm3,0.3736723,1.7591765e-06
Psd3,Calb2,0.37957385,4.2852735e-06
Psd3,Camk4,0.41454935,9.725551e-05
Psd3,Cbln1,0.35656157,1.0384358e-08
Psd3,Cbln3,0.36351445,1.8687075e-07
Psd3,Chd7,0.3983223,3.0544834e-05
Psd3,Chgb,0.43165803,0.00024908205
Psd3,Chn2,0.4050311,5.1378338e-05
Psd3,Cplx2,0.41109365,7.804249e-05
Psd3,Ddx5,0.38159615,5.5832043e-06
Psd3,Diras2,0.35509503,3.7751593e-09
Psd3,Dst,0.3597126,4.985284e-08
Psd3,H3f3b,0.37211078,1.338948e-06
Psd3,Kcnc1,0.4073906,6.0772858e-05
Psd3,Kmt2e,0.35672352,1.14481225e-08
Psd3,Lin7a,0.38390112,7.399513e-06
Psd3,Malat1,0.48829168,0.0020489483
Psd3,Meg3,0.38797095,1.1645359e-05
Psd3,Neurod1,0.39693916,2.7194941e-05
Psd3,Nrep,0.4324903,0.0002593929
Psd3,Nrxn1,0.44187197,0.0003990974
Psd3,Nrxn2,0.40181452,4.0378734e-05
Psd3,Pclo,0.38496056,8.36875e-06
Psd3,Ppp3ca,0.37111217,1.1129573e-06
Psip1,Actb,0.35358548,9.258478e-10
Psip1,Atp1b1,0.351497,2.8134182e-11
Psip1,Atp5g3,0.35219952,1.3111931e-10
Psip1,Atp6v1a,0.35339648,7.4552736e-10
Psip1,Calm1,0.42476907,0.00017507929
Psip1,Calm2,0.39315367,1.9427534e-05
Psip1,Celf4,0.36148357,9.742171e-08
Psip1,Ckb,0.37407354,1.8815099e-06
Psip1,Cox4i1,0.37083045,1.0547303e-06
Psip1,Gap43,0.36458427,2.5344616e-07
Psip1,Gnas,0.3772005,3.0665888e-06
Psip1,Hsp90ab1,0.3833435,6.924541e-06
Psip1,Malat1,0.4448406,0.0004532356
Psip1,Meg3,0.42714715,0.00019843866
Psip1,Nap1l5,0.37131125,1.1555336e-06
Psip1,Ndufa4,0.3567005,1.1292228e-08
Psip1,Pnisr,0.35035974,9.382532e-14
Psma2,Apoe,0.35607427,7.626509e-09
Psma2,Arl6ip1,0.35201824,9.2948094e-11
Psma2,Atp1b1,0.40762496,6.1771665e-05
Psma2,Atp5g3,0.3652729,3.0481365e-07
Psma2,Atp6v1a,0.35495824,3.3857708e-09
Psma2,Calm1,0.3955553,2.412693e-05
Psma2,Ckb,0.377614,3.2573444e-06
Psma2,Cox7b,0.36949173,8.0862725e-07
Psma2,Fkbp3,0.3517207,4.9109317e-11
Psma2,Gnas,0.3632618,1.73283e-07
Psma2,Hsp90ab1,0.40736026,6.0644466e-05
Psma2,Ldhb,0.37267992,1.4822215e-06
Psma2,Nap1l5,0.37619492,2.6376401e-06
Psma7,6330403K07Rik,0.3502492,2.1606667e-14
Psma7,Actb,0.36334592,1.7772219e-07
Psma7,Ahi1,0.3691709,7.566892e-07
Psma7,App,0.37945265,4.2154534e-06
Psma7,Atp1b1,0.45290756,0.0006282549
Psma7,Atp5a1,0.3692578,7.7050345e-07
Psma7,Atp5b,0.36100352,8.2124714e-08
Psma7,Atp5g3,0.4083788,6.506805e-05
Psma7,Atp6v1a,0.3968835,2.7066148e-05
Psma7,Atp6v1d,0.38038293,4.7738117e-06
Psma7,Atpif1,0.36299536,1.5977182e-07
Psma7,Calm1,0.43146348,0.00024671678
Psma7,Calm2,0.39339668,1.9868854e-05
Psma7,Cartpt,0.3604613,6.709486e-08
Psma7,Celf4,0.3866445,1.01014275e-05
Psma7,Ckb,0.4197206,0.00013237045
Psma7,Cox4i1,0.41951624,0.00013082533
Psma7,Cox7b,0.39990285,3.4741475e-05
Psma7,Cox8a,0.3648969,2.7588635e-07
Psma7,Cpe,0.3507012,1.3544434e-12
Psma7,Csnk1a1,0.37123057,1.1381353e-06
Psma7,Dynll2,0.3700401,9.0353655e-07
Psma7,Fkbp3,0.41930985,0.00012927862
Psma7,G3bp2,0.38352343,7.0752358e-06
Psma7,Gap43,0.3734323,1.6889135e-06
Psma7,Gnas,0.45465887,0.0006721261
Psma7,Hsp90ab1,0.44435278,0.00044398205
Psma7,Impact,0.3606149,7.1123075e-08
Psma7,Ldhb,0.35824722,2.5916615e-08
Psma7,Malat1,0.40347713,4.5816218e-05
Psma7,Map1b,0.38463193,8.058492e-06
Psma7,Map7d2,0.38026574,4.7005888e-06
Psma7,Mdh1,0.37910718,4.021123e-06
Psma7,Mdh2,0.3545401,2.3802047e-09
Psma7,Meg3,0.45775625,0.000755295
Psma7,Nap1l5,0.44379732,0.00043361925
Psma7,Ndufa4,0.3596833,4.9254076e-08
Psma7,Peg3,0.40707013,5.9426788e-05
Psma7,Prnp,0.3792836,4.1195067e-06
Psmb1,Atp1b1,0.39281592,1.8826431e-05
Psmb1,Atp5b,0.36156282,1.001388e-07
Psmb1,Atp5g3,0.35165745,4.2278035e-11
Psmb1,Calm1,0.36170095,1.050104e-07
Psmb1,Ckb,0.3622564,1.264155e-07
Psmb1,Cst3,0.36514464,2.94702e-07
Psmb1,Fkbp3,0.36328495,1.7449644e-07
Psmb1,Gnas,0.3839205,7.41644e-06
Psmb1,Hsp90ab1,0.37709352,3.0186238e-06
Psmb1,Meg3,0.36430624,2.3466562e-07
Psmb1,Nap1l5,0.38081646,5.0521694e-06
Psmb4,Atp1b1,0.37887236,3.8929293e-06
Psmb4,Fkbp3,0.35338768,7.37838e-10
Psmb4,Nap1l5,0.37496796,2.1771057e-06
Psmc1,Atp1b1,0.3860622,9.474495e-06
Psmc1,Atp5g3,0.36101314,8.241248e-08
Psmc1,Atp6v1a,0.3729894,1.564792e-06
Psmc1,Fkbp3,0.35642982,9.575078e-09
Psmc1,Hsp90ab1,0.36499894,2.835236e-07
Psmc5,Cox4i1,0.35256207,2.4138735e-10
Psmc5,Malat1,0.36074105,7.456489e-08
Psmc5,Meg3,0.39298508,1.9125717e-05
Psmc5,Nap1l5,0.36291,1.5561548e-07
Psmd1,Atp1b1,0.3560299,7.4060766e-09
Psmd1,Gnas,0.39361995,2.028092e-05
Psmd1,Meg3,0.350014,2.1564458e-19
Psmd12,Atp1b1,0.36022085,6.1135815e-08
Psmd12,Gnas,0.3531171,5.288805e-10
Psmd12,Hsp90ab1,0.36021936,6.110017e-08
Psmd12,Meg3,0.3565471,1.0292973e-08
Psmd4,Meg3,0.35699776,1.3433333e-08
Ptgds,Plp1,0.38642356,9.859987e-06
Ptms,1700020I14Rik,0.36881936,7.026939e-07
Ptms,Cacnb4,0.36738077,5.1123794e-07
Ptms,Calm2,0.3800359,4.5594234e-06
Ptms,Camk4,0.39783174,2.9323204e-05
Ptms,Chgb,0.3912355,1.6196902e-05
Ptms,Chn2,0.37306714,1.5860694e-06
Ptms,Cplx2,0.37932912,4.1451744e-06
Ptms,H3f3b,0.36823547,6.194624e-07
Ptms,Kcnc1,0.38013005,4.6168575e-06
Ptms,Lin7a,0.36307338,1.636435e-07
Ptms,Malat1,0.48758656,0.002007478
Ptms,Meg3,0.3966301,2.6485764e-05
Ptms,Nrep,0.37524763,2.276299e-06
Ptms,Nrxn1,0.40793705,6.3120766e-05
Ptms,Pclo,0.35046574,2.6360928e-13
Ptms,Ppp3ca,0.37930062,4.129091e-06
Ptn,Aldoc,0.38379735,7.309327e-06
Ptn,Apoe,0.48312652,0.001759564
Ptn,Atp1b1,0.42715898,0.00019856042
Ptn,Atp5g3,0.35785455,2.1322206e-08
Ptn,Calm1,0.428337,0.0002109671
Ptn,Ckb,0.4174264,0.0001157889
Ptn,Dbi,0.4214787,0.00014623559
Ptn,Gnas,0.3723298,1.3927928e-06
Ptn,Gpr37l1,0.36294863,1.5748608e-07
Ptn,Hsp90ab1,0.38960522,1.3783412e-05
Ptn,Itm2b,0.36326405,1.7340136e-07
Ptn,Ldhb,0.40421125,4.8384318e-05
Ptn,Map7d2,0.35182425,6.2043086e-11
Ptn,Mt1,0.36153784,9.9276434e-08
Ptn,Ndrg2,0.4094523,6.9987596e-05
Ptpn4,Aldoc,0.37810978,3.4976547e-06
Ptpn4,Atp2a2,0.40836444,6.500403e-05
Ptpn4,Calb1,0.4218547,0.00014933705
Ptpn4,Car8,0.37733024,3.125511e-06
Ptpn4,Dner,0.37609902,2.5992247e-06
Ptpn4,Itm2b,0.35834992,2.7231842e-08
Ptpn4,Nsg1,0.35078892,2.1701718e-12
Ptpn4,Pcp4,0.42219055,0.00015214866
